HUMIDITY,       PH,     RAIN,TEMPARATURE,        N,        P,        K
5,0,1023,31.85,0,0,29
4,0.02,1023,31.85,0,0,30
5,0,1023,31.36,0,0,29
6,0.01,1023,31.36,0,0,31
6,0,1023,31.85,0,0,33
5,0.02,1023,31.36,0,0,30
5,0.05,1023,31.36,0,0,30
4,0,1023,31.85,0,0,28
5,0,1023,31.85,0,0,29
6,0,1023,31.36,0,0,29
5,0,1023,31.85,0,0,30
5,0,1023,31.36,0,0,28
6,0,1023,31.36,0,0,29
6,0,1023,31.85,0,0,31
5,0,1023,30.87,0,0,31
5,0,1023,30.38,0,0,30
5,0,1023,31.36,0,0,29
7,0,1023,31.85,0,0,31
6,0,556,31.36,0,0,30
5,0.01,519,31.85,0,0,26
4,0.01,440,31.36,0,0,30
5,0,409,31.36,0,0,30
6,0,400,31.36,0,0,30
5,0,392,31.36,0,0,30
5,0,391,31.36,0,0,28
6,0,389,31.85,0,0,31
5,0,387,31.36,0,0,30
5,0,386,31.36,0,0,29
5,0,383,31.36,0,0,27
6,0,382,30.87,0,0,30
5,0,382,32.34,0,0,30
4,0,381,31.36,0,0,30
2,0,380,31.36,0,0,29
8,0,378,31.36,0,0,26
5,0,375,32.34,0,0,30
6,0,374,31.85,0,0,26
4,0,373,31.36,0,0,30
5,0,374,31.36,0,0,31
6,0,373,31.36,0,0,29
5,0,371,31.36,0,0,30
4,0.02,371,30.87,0,0,29
5,0,370,31.85,0,0,30
5,0,370,31.36,0,0,29
6,0.03,369,31.36,0,0,32
5,0,369,31.85,0,0,29
5,0.02,368,31.36,0,0,30
6,0,367,31.36,0,0,29
5,0,368,31.36,0,0,31
2,0,367,31.36,0,0,30
5,0,367,31.36,0,0,29
5,0,366,31.36,0,0,27
4,0,366,31.85,0,0,29
5,0,366,31.85,0,0,29
5,0,365,31.36,0,0,29
5,0.02,364,31.36,0,0,28
5,0,364,31.36,0,0,30
8,0,364,31.85,0,0,27
6,0,364,31.36,0,0,30
5,0,363,31.36,0,0,29
5,0,363,31.85,0,0,30
6,0,363,31.36,0,0,30
6,0.01,363,31.36,0,0,29
7,0.01,363,31.36,0,0,31
5,0,362,31.36,0,0,29
5,0.01,363,31.36,0,0,26
4,0.08,363,31.36,0,0,30
5,0.13,363,31.36,0,0,28
4,0.13,365,31.36,0,0,29
5,0.14,364,31.36,0,0,30
5,0.13,364,31.36,0,0,26
7,0.13,365,31.36,0,0,30
5,0.13,364,31.36,0,0,30
6,0.12,365,31.85,0,0,30
5,0.11,365,31.36,0,0,30
5,0.09,365,31.85,0,0,29
6,0.09,365,31.36,0,0,29
6,0.09,365,31.36,0,0,28
6,0.07,364,31.85,0,0,29
8,0.07,364,31.85,0,0,33
5,0.08,364,31.36,0,0,29
5,0.07,363,31.36,0,0,30
4,0.07,365,30.87,0,0,30
5,0.08,363,31.36,0,0,30
5,0.09,364,31.36,0,0,35
5,0.1,364,30.87,0,0,30
5,0.15,363,31.36,0,0,31
6,0.2,364,31.36,0,0,31
5,0.28,364,31.85,0,0,30
7,0.48,365,31.36,0,0,30
5,0.66,356,32.34,0,0,30
5,0.77,356,31.85,0,0,30
5,0.78,355,31.36,0,0,29
6,0.77,353,30.87,0,0,30
6,0.81,352,30.87,0,0,29
6,0.83,352,31.36,0,0,30
5,0.89,351,31.36,0,0,29
8,0.89,352,31.36,0,0,30
5,1.01,352,31.85,0,0,31
5,1.04,351,31.36,0,0,30
4,1.06,352,32.83,0,0,30
5,1.03,352,33.81,0,0,30
5,1.08,352,31.36,0,0,29
7,1.09,352,31.36,0,0,29
5,1.09,352,31.36,0,0,30
5,1.16,352,31.85,0,0,30
6,1.17,353,31.36,0,0,32
5,1.17,353,31.36,0,0,30
5,1.22,353,30.87,0,0,29
5,1.24,354,31.36,0,0,31
5,1.22,354,31.36,0,0,31
6,1.22,354,31.36,0,0,29
4,1.24,354,30.38,0,0,29
5,1.21,354,31.36,0,0,30
5,1.24,354,31.36,0,0,30
5,1.27,355,31.36,0,0,30
7,1.29,354,31.36,0,0,30
5,1.3,355,31.36,0,0,29
6,1.35,354,31.36,0,0,32
5,1.36,354,31.85,0,0,29
6,1.38,354,31.85,0,0,27
6,1.38,354,31.36,0,0,29
6,1.38,354,31.36,0,0,29
6,1.43,355,31.85,0,0,30
6,1.42,355,31.36,0,0,30
5,1.43,356,31.36,0,0,29
4,1.4,356,31.36,0,0,30
4,1.37,356,31.85,0,0,31
5,1.41,357,31.36,0,0,29
5,1.42,356,31.36,0,0,29
5,1.45,357,31.85,0,0,30
5,1.45,357,31.36,4,0,29
4,1.44,357,31.36,0,0,31
6,1.45,358,31.36,0,0,31
7,1.44,358,31.36,2,0,30
6,1.4,358,30.87,0,0,29
6,1.42,358,31.36,0,0,30
6,1.39,359,31.36,0,0,31
5,1.38,359,31.36,0,0,30
6,1.37,360,31.85,0,0,28
6,1.35,360,31.36,0,0,31
6,1.33,360,31.36,0,0,29
8,1.32,359,31.85,0,0,27
8,1.31,349,31.36,0,0,30
5,1.29,352,31.36,0,0,35
5,1.31,355,31.36,0,0,29
6,1.22,354,31.85,0,0,30
6,1.25,355,31.36,0,0,29
5,1.29,356,31.36,0,0,30
6,1.31,356,31.36,0,0,28
5,1.35,356,31.36,0,0,30
5,1.36,354,31.36,0,0,30
6,1.36,349,31.36,0,0,30
6,1.39,336,31.36,0,0,30
5,1.4,335,31.36,0,0,28
5,1.43,335,31.36,0,0,29
4,1.48,334,31.36,0,0,30
5,1.54,332,31.36,0,0,29
6,1.59,330,31.36,0,0,30
8,1.64,328,31.36,0,0,27
6,1.66,326,31.85,0,0,29
4,1.67,324,31.85,0,0,32
5,1.7,323,31.36,0,0,29
5,1.76,320,31.36,9,0,28
6,1.76,320,31.85,0,0,33
6,1.79,319,31.36,0,0,29
3,1.81,317,31.36,0,0,30
6,1.81,316,32.34,6,0,30
5,1.85,315,31.36,6,0,30
5,1.85,313,31.36,3,0,28
6,1.85,313,31.36,2,0,30
5,1.86,313,31.85,5,0,27
5,1.89,312,30.87,5,0,29
5,1.85,311,31.36,7,0,31
5,1.85,310,31.85,7,0,28
5,1.9,310,31.36,8,0,29
4,1.87,309,31.85,7,0,29
5,1.88,309,31.36,9,0,29
5,1.9,308,31.36,7,0,30
6,1.89,283,31.85,10,0,29
7,1.91,275,31.85,11,0,28
4,1.88,285,31.36,9,0,30
5,1.88,279,31.36,2,0,30
6,1.88,276,31.85,12,0,30
5,1.91,275,31.36,4,0,30
7,1.96,272,31.36,7,0,28
5,1.91,268,31.36,4,0,28
5,1.88,266,31.36,5,0,31
5,1.87,265,31.36,0,0,30
5,1.9,264,31.36,4,0,29
6,1.87,260,31.36,5,0,29
5,1.88,260,31.36,7,0,29
5,1.92,259,31.36,8,0,30
6,1.92,258,31.36,8,0,29
5,1.89,256,31.36,4,0,29
5,1.92,256,31.36,10,0,28
3,1.92,255,31.36,5,0,30
4,1.9,254,31.36,3,0,30
4,1.88,254,31.85,3,0,30
4,1.88,253,31.36,4,0,31
5,1.87,252,31.36,7,0,30
5,1.88,251,31.85,8,0,30
5,1.81,250,31.36,9,0,31
4,1.83,250,31.36,13,0,30
5,1.78,251,31.36,9,0,29
6,1.77,250,30.38,13,0,30
5,1.76,249,31.36,12,0,29
4,1.78,249,31.36,9,0,32
5,1.74,248,31.36,12,0,30
5,1.71,248,30.38,13,0,30
5,1.71,248,31.36,14,0,30
4,1.7,247,31.36,13,0,27
8,1.7,247,31.36,13,0,30
6,1.66,247,31.36,10,0,31
6,1.67,245,31.36,13,0,29
6,1.65,245,31.85,16,0,29
5,1.67,245,31.36,14,0,30
6,1.67,245,31.36,17,0,31
5,1.69,245,31.36,0,0,30
5,1.69,245,31.36,16,0,28
5,1.69,244,33.32,0,0,30
5,1.72,245,31.36,12,0,31
5,1.73,244,31.85,13,0,29
5,1.74,244,31.36,15,0,31
6,1.77,244,31.36,13,0,31
5,1.81,244,31.36,18,0,30
5,1.78,244,31.36,16,0,28
8,1.81,243,31.36,3,0,29
5,1.8,243,31.36,3,0,28
4,1.84,243,31.36,3,0,30
4,1.85,243,31.36,18,0,30
6,1.83,243,31.85,17,0,29
4,1.85,243,31.85,13,0,29
8,1.92,242,31.36,19,0,29
6,1.87,243,31.36,5,0,29
3,1.87,242,31.36,3,0,31
4,1.88,242,31.36,3,0,30
5,1.9,242,31.36,4,0,30
5,1.89,242,31.36,8,0,28
5,1.88,242,31.85,5,0,30
5,1.89,241,31.36,6,0,28
5,1.84,241,31.36,11,0,29
5,1.88,241,31.36,0,0,30
4,1.88,241,31.36,2,0,29
5,1.87,241,31.36,7,0,30
5,1.88,241,30.87,2,0,27
6,1.88,241,31.85,5,0,30
6,1.89,241,31.85,6,0,28
6,1.9,240,31.85,7,0,29
6,1.98,240,31.36,7,0,29
6,1.82,241,31.36,7,0,31
6,1.91,241,31.85,9,0,30
5,1.92,241,31.36,9,0,30
5,1.92,241,31.36,11,0,30
7,1.88,241,31.36,13,0,28
6,1.85,241,31.36,11,0,28
5,1.88,241,31.85,14,0,29
4,1.88,241,31.36,13,0,30
5,1.86,241,31.36,11,0,31
5,1.87,241,31.36,12,0,30
3,1.88,241,31.85,9,0,29
5,1.86,240,31.36,9,0,30
3,1.86,240,31.36,11,0,28
5,1.88,240,31.85,10,0,30
6,1.86,241,31.85,9,0,30
7,1.87,241,31.36,7,0,29
6,1.86,241,31.36,10,0,29
6,1.87,241,31.36,2,0,30
5,1.89,241,31.85,4,0,30
5,1.85,241,31.85,1,0,30
4,1.85,241,31.36,6,0,30
3,1.81,241,30.38,3,0,31
6,1.85,241,31.36,4,0,30
3,1.81,241,31.36,16,0,29
6,1.85,241,31.36,18,0,31
4,1.85,241,31.36,15,0,30
6,1.83,241,30.38,10,0,29
6,1.84,241,31.85,10,0,30
5,1.84,241,31.36,10,0,32
5,1.85,241,32.34,5,0,32
6,1.84,242,31.36,11,0,29
4,1.85,242,31.36,3,0,29
5,1.81,242,32.83,3,0,30
4,1.83,242,31.36,0,0,29
5,1.83,242,31.36,0,0,30
5,1.83,242,31.36,6,0,31
3,1.87,242,31.36,8,0,31
5,1.88,242,30.38,8,0,30
4,1.91,242,31.36,10,0,31
4,1.88,241,31.85,12,0,29
6,1.89,242,29.89,10,0,30
6,1.91,241,31.36,9,0,30
6,1.93,242,31.85,17,0,28
5,1.96,242,31.36,11,0,30
5,1.96,242,31.85,4,0,30
6,1.92,242,31.36,11,0,31
6,1.96,242,31.36,13,0,30
2,2.01,241,31.36,11,0,28
5,1.96,242,31.36,5,0,28
5,1.97,242,31.36,12,0,29
5,1.96,242,31.85,11,0,28
6,1.96,242,30.87,4,0,29
5,1.99,242,31.36,8,0,29
5,1.96,242,31.36,10,0,31
5,1.96,242,31.85,15,0,29
4,1.99,242,31.85,0,0,30
5,1.99,242,31.85,17,0,30
4,1.97,242,31.85,16,0,25
6,1.99,243,30.87,16,0,30
5,1.96,242,30.38,0,0,29
6,1.95,243,31.36,17,0,29
5,1.98,243,31.36,19,0,31
5,1.95,243,31.85,0,0,27
6,1.93,243,31.85,0,0,29
5,1.95,243,31.36,1,0,29
4,1.93,244,31.85,0,0,29
6,1.94,243,30.87,2,0,30
5,1.91,243,31.36,2,0,32
6,1.91,243,31.36,0,0,30
6,1.86,243,31.36,3,0,26
9,1.89,243,31.85,6,0,30
6,1.93,243,31.36,0,0,30
5,1.88,243,31.36,3,0,29
4,1.88,244,32.34,1,0,29
5,1.9,244,31.36,1,0,34
6,1.91,244,31.36,4,0,30
5,1.9,244,31.85,3,0,30
5,1.89,244,31.85,2,0,28
7,1.87,244,31.85,3,0,30
8,1.89,245,31.36,3,0,31
6,1.85,244,31.36,1,0,30
6,1.88,244,30.38,2,0,31
4,1.87,245,31.36,19,0,30
6,1.87,245,31.36,18,0,30
2,1.87,245,31.36,18,0,32
4,1.87,245,29.4,1,0,31
6,1.88,246,31.85,1,0,33
6,1.86,245,31.36,4,0,29
6,1.84,245,30.38,17,0,28
7,1.89,245,31.36,1,0,29
6,1.85,246,31.36,0,0,30
5,1.89,246,32.83,18,0,31
5,1.89,246,32.34,1,0,30
5,1.9,246,31.36,17,0,32
6,1.92,246,31.36,0,0,30
6,1.93,246,31.36,1,0,30
4,1.88,246,32.34,2,0,28
6,1.89,246,31.36,1,0,30
5,1.91,246,31.36,1,0,35
5,1.92,246,31.36,0,0,30
4,1.91,247,30.87,6,0,29
6,1.92,247,31.85,0,0,28
7,1.92,247,30.87,5,0,29
4,1.93,247,31.36,3,0,28
5,1.93,247,31.36,3,0,30
5,1.92,247,31.36,2,0,34
6,1.98,248,30.38,2,0,30
5,1.99,248,34.3,4,0,30
3,1.96,248,31.36,1,0,28
5,1.99,248,31.36,5,0,31
3,1.98,248,31.36,4,0,30
5,1.96,248,31.36,3,0,30
5,2,248,31.36,3,0,28
5,1.99,248,31.36,3,0,29
6,1.95,247,30.38,3,0,31
6,2,248,31.36,1,0,27
5,1.98,248,31.85,1,0,30
5,1.97,248,31.36,3,0,29
6,1.96,249,30.87,0,0,29
6,1.99,248,31.36,18,0,31
6,1.97,249,31.36,3,0,30
6,1.97,249,31.36,3,0,30
6,1.94,249,31.85,0,0,30
6,1.99,250,31.36,1,0,31
2,2.01,250,31.36,0,0,28
5,2,250,31.36,0,0,32
5,1.96,250,31.36,2,0,30
6,1.94,249,31.85,2,0,30
6,1.95,250,31.36,5,0,29
5,1.95,250,33.32,2,0,31
5,1.91,250,31.36,2,0,30
6,1.92,251,31.36,4,0,31
5,1.94,251,31.36,3,0,28
5,1.93,251,32.34,4,0,31
5,1.94,251,31.85,1,0,30
5,1.9,250,31.36,4,0,30
6,1.95,251,29.89,2,0,29
7,1.91,251,31.36,7,0,32
5,1.88,251,31.36,5,0,30
6,1.89,251,30.87,4,0,31
6,1.88,251,29.4,0,0,30
5,1.85,251,29.4,8,0,29
7,1.88,252,31.36,6,0,29
5,1.86,251,30.38,4,0,30
6,1.88,251,32.83,3,0,32
5,1.88,251,31.36,5,0,31
5,1.85,252,30.87,3,0,30
5,1.88,252,31.36,19,0,31
7,1.92,252,30.38,4,0,32
6,1.88,252,31.36,3,0,32
5,1.9,252,32.34,1,0,28
4,1.91,252,32.34,4,0,29
6,1.92,253,33.32,5,0,29
6,1.94,253,31.36,4,0,31
5,1.92,253,29.4,2,0,29
6,1.92,254,29.89,2,0,30
5,1.91,252,31.36,2,0,28
5,1.91,253,31.36,4,0,31
4,1.92,253,29.89,2,0,30
5,1.93,252,32.34,1,0,30
5,1.95,253,31.36,0,0,30
5,1.92,253,31.85,3,0,27
5,1.96,253,30.38,3,0,29
7,1.98,254,29.89,19,0,31
7,1.94,254,32.83,3,0,29
6,1.93,254,30.87,1,0,30
6,1.95,254,30.87,5,0,29
5,1.96,254,29.89,4,0,30
5,1.94,254,31.36,4,0,30
5,1.93,254,31.85,6,0,31
5,1.9,254,29.89,5,0,28
3,1.93,255,31.36,3,0,30
5,1.98,254,31.36,5,0,33
5,1.92,255,29.89,6,0,32
4,1.96,254,31.85,5,0,30
5,1.98,255,31.36,1,0,31
6,1.98,255,32.34,3,0,29
5,1.97,254,29.4,5,0,31
5,2.02,256,32.34,9,0,30
3,1.99,256,31.36,5,0,29
6,1.97,256,30.87,3,0,30
5,1.96,256,32.83,5,0,30
8,1.97,256,31.36,4,0,32
6,1.96,256,31.36,5,0,29
6,1.97,256,30.38,3,0,29
4,1.97,256,35.28,4,0,29
4,1.95,256,31.85,4,0,30
6,1.96,256,31.36,4,0,28
5,1.95,256,30.38,1,0,29
5,1.95,256,27.93,2,0,32
5,1.96,257,31.85,3,0,29
4,1.93,257,31.85,7,0,30
5,1.96,257,36.26,2,0,28
8,1.96,257,31.36,1,0,30
5,1.98,258,31.36,5,0,29
0,1.97,258,32.34,4,0,30
5,1.96,258,31.36,4,0,29
4,1.88,258,31.36,5,0,32
5,1.92,258,31.36,4,0,30
5,1.93,259,33.32,5,0,28
5,1.92,258,32.34,6,0,30
5,1.9,259,31.36,8,0,33
5,1.85,259,31.36,3,0,30
5,1.88,260,29.89,6,0,29
7,1.92,259,28.91,3,0,28
5,1.92,260,31.36,9,0,29
4,1.92,260,31.85,8,0,28
6,1.9,259,30.87,8,0,31
5,1.92,259,31.36,5,0,30
5,1.91,260,31.36,6,0,30
5,1.92,260,31.36,6,0,30
6,1.92,260,31.85,6,0,28
3,1.92,260,31.36,8,0,30
4,1.9,260,31.36,7,0,29
6,1.94,260,30.38,7,0,29
5,1.9,260,31.85,5,0,28
5,1.91,260,31.36,7,0,28
7,1.93,260,31.36,5,0,30
4,1.98,261,29.4,5,0,30
3,1.95,261,30.87,4,0,30
5,1.96,261,31.85,7,0,31
5,1.96,261,31.36,6,0,30
2,1.95,262,31.36,4,0,29
5,1.96,262,31.36,2,0,28
5,1.97,261,31.36,6,0,31
3,1.95,262,32.34,4,0,29
6,1.91,261,28.42,4,0,30
6,1.97,262,32.34,1,0,29
3,1.94,262,31.85,0,0,27
6,1.92,262,30.38,4,0,30
6,1.95,262,31.85,2,0,31
5,1.95,262,31.85,2,0,31
7,1.96,262,31.36,4,0,31
3,1.96,262,31.36,4,0,30
6,2.02,263,32.34,3,0,30
4,1.96,262,31.36,0,0,31
7,1.96,262,31.36,3,0,30
5,1.91,263,30.38,3,0,29
4,1.94,263,31.36,5,0,30
6,1.96,263,31.85,2,0,30
7,1.95,263,30.87,6,0,30
2,1.96,263,29.4,3,0,30
5,1.9,263,31.36,5,0,33
4,1.96,263,31.36,4,0,30
7,1.95,263,31.36,1,0,30
6,1.96,264,31.36,5,0,30
7,1.93,264,31.85,19,0,30
5,1.96,263,29.89,4,0,33
0,1.96,264,32.83,1,0,30
3,1.95,264,31.85,0,0,29
4,2.02,264,31.85,1,0,31
5,1.96,264,32.83,5,0,30
8,1.93,264,32.83,0,0,30
6,1.93,265,31.85,2,0,31
4,1.93,265,31.85,3,0,32
6,1.92,265,29.89,2,0,31
11,1.92,265,31.36,7,0,31
7,1.92,265,32.34,2,7,29
6,1.92,265,31.36,2,33,32
5,1.95,266,32.34,3,34,30
8,1.92,266,31.36,3,32,30
5,1.92,266,31.36,4,0,32
1,1.9,266,28.91,5,28,30
6,1.91,266,33.32,7,30,30
5,1.93,267,31.85,7,0,30
6,1.91,266,31.36,3,26,29
5,1.9,267,29.89,5,27,31
3,1.92,267,31.36,5,27,30
1,1.89,267,30.38,3,0,30
5,1.91,268,32.34,4,0,31
6,1.9,267,31.36,4,0,30
4,1.88,267,31.36,3,0,30
5,1.92,267,31.36,0,0,30
2,1.89,267,33.32,5,0,27
5,1.85,268,29.89,3,0,29
11,1.87,268,31.85,10,0,31
3,1.91,268,31.36,6,0,30
3,1.9,268,31.36,6,0,30
7,1.94,268,29.89,10,0,30
7,1.92,269,31.85,6,0,30
6,1.95,269,30.38,5,0,30
6,1.92,269,30.87,10,0,30
5,2.02,270,30.38,6,0,30
6,1.95,270,30.87,10,0,31
9,1.95,270,30.38,7,0,30
8,1.92,270,31.36,7,0,34
3,1.98,270,31.85,4,0,30
6,1.95,270,31.36,7,0,29
7,1.96,270,30.38,8,0,28
6,1.96,270,31.36,12,0,30
6,2.02,270,30.87,7,0,30
3,1.99,270,31.36,5,0,30
3,1.96,271,31.36,2,0,31
4,1.92,270,30.38,5,0,30
6,1.96,271,31.36,3,0,30
5,1.95,271,31.36,8,0,30
6,1.96,271,31.36,8,0,30
3,1.95,271,31.36,4,0,29
5,1.99,271,31.36,1,0,30
8,1.9,272,30.38,6,0,29
4,1.94,272,29.4,18,0,31
6,1.92,272,31.36,16,0,30
6,1.94,272,31.36,3,0,30
5,1.93,273,35.77,2,0,30
6,1.92,272,31.36,3,0,32
5,1.93,272,31.85,6,0,29
6,2,273,31.36,3,0,30
0,1.92,273,30.38,7,0,29
7,1.92,273,29.89,1,0,30
3,1.96,273,31.36,0,0,30
9,1.94,273,29.89,4,0,30
6,1.92,273,30.38,17,0,31
7,1.91,273,31.36,3,0,30
5,1.92,273,30.38,2,0,31
5,1.83,273,32.83,5,0,30
12,1.86,274,32.34,7,0,31
8,1.89,274,31.36,2,0,29
5,1.9,273,32.34,2,0,31
6,1.89,274,27.44,8,38,31
5,1.86,274,29.89,5,35,30
1,1.87,274,31.36,6,35,30
8,1.88,274,35.77,6,33,28
6,1.88,274,30.38,5,36,30
3,1.88,274,31.36,10,36,30
4,1.88,274,31.85,4,29,32
7,1.88,275,32.34,4,35,31
13,1.87,275,32.34,5,36,32
11,1.85,275,31.36,1,35,30
7,1.85,274,31.36,18,32,29
4,1.85,275,28.91,3,29,30
0,1.87,275,34.3,4,33,29
5,1.85,275,31.85,4,32,29
6,1.86,275,30.87,1,33,32
5,1.86,276,31.36,3,34,32
3,1.85,275,31.36,3,34,29
4,1.87,275,31.36,0,31,30
7,1.85,275,33.81,4,30,30
0,1.85,275,32.34,9,31,29
3,1.85,276,31.36,7,24,26
6,1.88,276,31.36,4,32,30
6,1.83,276,30.38,4,32,32
4,1.83,276,29.4,5,26,30
4,1.85,277,31.36,2,30,32
6,1.85,276,31.36,2,31,28
8,1.81,276,31.36,3,29,30
3,1.84,276,29.4,8,29,27
10,1.84,276,31.36,5,29,30
8,1.78,276,28.42,4,27,29
6,1.82,276,32.34,3,35,33
8,1.8,277,31.85,6,29,29
6,1.81,277,31.36,4,31,33
0,1.81,277,30.38,0,27,30
7,1.79,277,29.89,6,25,32
5,1.8,277,31.36,5,0,30
1,1.79,277,31.36,6,0,30
4,1.81,277,31.36,5,0,30
0,1.74,278,31.36,7,0,30
2,1.74,278,31.36,7,0,31
4,1.74,277,30.38,18,0,31
11,1.72,278,30.38,6,0,28
9,1.74,277,29.89,6,0,30
7,1.68,278,31.36,5,0,30
8,1.67,278,33.81,5,0,30
8,1.64,278,32.34,5,0,30
4,1.6,278,31.85,10,0,29
1,1.57,278,32.34,7,25,30
8,1.55,278,31.36,6,0,28
9,1.5,278,30.38,7,0,31
6,1.49,278,31.85,8,0,30
7,1.45,279,31.36,9,0,31
6,1.44,279,33.32,9,0,31
8,1.36,279,30.38,9,26,31
8,1.35,279,30.87,7,0,29
0,1.35,279,32.83,14,23,29
5,1.31,280,27.93,8,0,27
5,1.27,280,31.36,8,23,30
4,1.21,279,30.87,9,0,30
9,1.21,279,30.38,8,0,29
6,1.18,279,31.36,9,25,34
7,1.17,280,31.36,9,32,28
6,1.14,280,31.36,7,25,30
10,1.12,280,32.34,10,23,32
6,1.08,280,30.38,9,0,30
3,1.08,280,30.38,9,26,31
0,1.09,280,29.89,9,25,30
7,1.03,280,30.38,7,24,30
5,1.04,280,32.83,18,26,31
5,1.01,280,31.85,9,0,30
6,0.99,280,30.38,8,24,26
5,0.98,280,32.34,2,0,30
6,0.92,281,31.36,9,0,30
10,0.93,280,31.36,15,34,31
6,0.88,281,29.4,9,25,30
4,0.86,281,28.42,8,0,30
14,0.82,280,31.36,4,0,30
0,0.81,281,31.36,7,0,31
6,0.75,281,32.34,9,0,31
15,0.72,281,30.38,6,0,30
0,0.72,281,31.36,15,33,31
8,0.66,281,29.89,10,37,30
4,0.63,281,30.38,8,31,29
4,0.64,282,31.36,11,28,31
9,0.61,282,32.34,12,33,31
10,0.6,282,32.34,6,33,27
6,0.57,282,31.85,5,31,30
7,0.55,283,32.34,6,31,31
10,0.51,282,32.34,0,35,30
6,0.51,283,32.83,7,31,29
4,0.46,282,28.91,5,30,28
1,0.41,282,31.85,4,29,30
7,0.38,282,33.32,2,28,29
0,0.33,283,32.34,1,25,30
3,0.3,282,29.89,17,25,29
6,0.27,283,31.85,3,26,30
8,0.25,283,30.38,1,23,31
10,0.22,283,34.3,1,0,30
7,0.23,283,32.34,4,29,29
12,0.22,283,31.36,1,26,29
3,0.17,283,28.91,0,23,30
13,0.15,283,31.36,0,24,28
4,0.14,283,31.36,3,25,28
1,0.13,284,32.34,5,23,30
10,0.11,283,32.83,4,25,32
11,0.09,284,31.85,4,0,30
4,0.1,283,31.85,1,25,28
5,0.07,284,29.4,7,27,29
9,0.06,284,29.89,8,31,32
7,0.05,283,31.85,3,30,32
6,0.05,284,31.36,7,28,30
8,0.06,284,29.89,6,27,28
6,0.02,284,33.32,4,25,31
13,0,284,31.36,4,30,29
5,0.02,284,31.85,5,30,29
7,0.02,284,29.4,6,28,30
16,0,284,31.36,4,27,30
12,0.01,284,31.36,6,31,29
6,0.02,284,29.4,4,31,32
6,0.05,284,31.36,5,35,30
1,0.01,285,30.38,2,33,30
6,0.05,285,32.34,6,32,30
9,0.01,285,29.89,4,33,30
6,0.02,285,31.85,9,31,29
10,0.03,284,31.36,7,30,29
2,0.02,285,31.85,9,29,30
11,0.07,285,31.36,6,30,30
4,0.06,285,29.4,7,33,30
12,0.06,285,31.36,8,33,33
8,0.03,285,32.83,5,34,29
6,0.05,285,30.87,9,31,30
4,0.09,285,32.34,10,31,29
9,0.11,285,31.36,15,29,30
4,0.06,285,31.36,9,31,29
10,0.04,286,31.36,10,30,30
6,0,286,31.36,10,31,30
8,0.04,286,31.36,13,32,30
6,0.09,286,35.28,11,33,31
9,0.04,286,29.4,10,33,32
0,0.02,286,31.85,11,34,30
11,0.01,287,31.36,14,33,31
5,0.02,287,29.89,12,32,30
0,0.06,287,31.36,9,31,26
10,0,286,31.36,12,33,30
6,0.04,287,28.42,13,34,30
0,0,287,29.4,15,34,30
6,0,287,30.38,11,34,31
8,0,287,31.85,18,35,32
4,0.06,287,29.89,11,32,32
3,0.02,287,32.34,5,37,30
2,0,287,31.36,11,34,28
0,0.01,287,30.38,12,33,30
3,0,287,32.34,17,34,29
3,0,288,32.34,11,35,29
7,0.01,288,31.85,9,36,34
6,0,287,31.85,10,35,29
9,0,287,32.34,14,40,32
7,0,287,30.87,10,33,30
2,0,287,31.36,13,32,30
4,0.02,287,31.36,15,35,31
7,0,287,29.4,16,39,30
8,0,288,31.36,16,35,29
5,0,288,30.87,11,34,32
9,0,287,28.42,15,37,30
2,0,288,34.3,17,33,34
6,0,288,31.36,15,33,29
4,0,288,31.85,15,33,28
0,0,288,29.89,14,31,30
7,0,289,29.4,15,39,31
6,0,289,31.36,16,33,32
6,0,289,35.28,16,36,30
7,0,290,27.93,14,33,31
11,0,289,31.36,12,32,29
5,0,289,31.36,14,33,27
6,0,290,31.36,12,32,31
9,0,290,31.85,16,32,29
6,0,290,31.36,16,31,30
10,0,291,31.85,14,33,30
8,0,290,26.46,16,31,30
8,0,290,31.36,4,32,30
5,0,290,31.36,18,30,31
5,0,290,31.36,18,33,29
8,0,290,28.91,19,32,30
14,0,291,30.38,17,33,30
6,0,291,31.36,3,31,31
7,0,291,30.38,17,30,29
5,0,290,27.44,18,32,29
6,0,290,30.87,11,33,29
4,0,290,31.36,17,32,33
8,0,289,30.87,16,32,29
8,0.02,290,32.34,17,31,30
6,0,289,31.36,15,28,29
9,0,290,31.85,18,30,30
6,0,290,29.4,18,29,30
2,0,290,31.36,1,24,30
5,0,291,32.34,18,30,29
11,0.01,290,32.34,6,31,31
11,0,290,28.42,16,30,33
6,0,290,31.85,19,26,29
4,0,290,31.36,16,28,30
6,0.01,291,31.36,0,30,32
5,0,292,29.89,18,27,30
2,0,291,31.36,2,26,31
8,0.01,292,31.85,18,26,30
7,0,292,31.85,0,28,29
9,0,291,32.34,15,29,30
6,0.01,291,30.38,19,30,30
7,0,292,31.36,15,29,29
5,0.02,291,33.32,18,29,31
7,0,292,31.36,19,33,30
6,0.02,292,32.34,19,31,30
8,0.02,292,34.3,18,27,30
6,0.02,292,32.34,0,32,31
8,0.02,292,31.36,1,34,30
5,0,293,31.36,2,34,27
7,0,292,32.83,2,34,31
6,0,292,31.36,18,37,28
7,0,292,32.34,16,33,32
2,0,293,31.85,18,36,30
5,0,293,31.36,19,33,31
7,0,293,31.36,18,30,30
